user,method,session,n_from,n_to,rowcnt,type_of_action,sumdist,elpstime,direction,straight,avg_velo
user12,train,session_2144641057,2,83,82,0,2596.5371811658542,9.32899999997,4,0.19803236749971004,278.3296367428668
user12,train,session_2144641057,84,97,14,3,179.26021229546785,1.9190000000000005,3,0.9596449686094025,93.41334668862314
user12,train,session_2144641057,98,118,21,0,887.9034984803709,2.1370000000000005,0,0.9795397171734713,415.4906403745301
user12,train,session_2144641057,119,125,7,3,75.0356688476182,1.3580000000000005,0,0.9996134841247248,55.25454259765697
user12,train,session_2144641057,126,154,29,1,1111.6587854458319,3.7600000000000016,5,0.9510232203950352,295.6539322994233
user12,train,session_2144641057,155,173,19,1,834.0304618027485,1.7000000000000028,1,0.11669758153336436,490.60615400161595
user12,train,session_2144641057,174,220,47,1,2272.4726231481836,6.193000000000001,0,0.14648355047990608,366.94213194706657
user12,train,session_2144641057,221,234,14,0,839.7999936046708,13.338000000000005,4,0.4445618107527987,0.6296296248348108
user12,train,session_2144641057,235,245,11,1,477.7484373562934,1.2319999999999993,2,0.4943606250108681,387.7828225294591
user12,train,session_2144641057,246,262,17,1,244.84359696885423,2.3870000000000005,5,0.4942605373185246,102.57377334262848
user12,train,session_2144641057,263,273,11,1,103.72135990213323,1.543999999999997,4,0.6995696913649374,67.17704656873927
user12,train,session_2144641057,274,291,18,0,624.3919985492909,164.191,2,0.37096038542480525,0.038028393672569806
user12,train,session_2144641057,292,322,31,0,2254.4839855838,10.031000000000006,1,0.2311886413954009,2.2475166838638208
user12,train,session_2144641057,323,361,39,1,736.4072508914182,5.646999999999991,5,0.5666794304911251,130.40680908295013
user12,train,session_2144641057,362,438,77,0,1871.2647350984967,10.264999999999986,7,0.20756252234861633,1.8229563907437887
user12,train,session_2144641057,439,439,1,0,0,0,0,0,0
user12,train,session_2144641057,440,451,12,3,80.182269666562,1.3880000000000052,1,0.9977268083415454,57.76820581164387
user12,train,session_2144641057,452,470,19,1,962.2739709963023,2.5430000000000064,3,0.43522722680924286,378.40108965642935
user12,train,session_2144641057,471,491,21,1,1627.4396073478922,3.4939999999999714,1,0.9356030831746376,465.781227060076
user12,train,session_2144641057,492,493,2,0,1.0,10.966999999999985,4,1.0,0.0009118263882556774
user12,train,session_2144641057,494,516,23,0,2053.4732803596744,13.759999999999991,5,0.5222923587258936,1.4923497677032527
user12,train,session_2144641057,517,544,28,1,486.4743500002203,3.04200000000003,5,0.7277777232344518,159.9192472058565
user12,train,session_2144641057,545,564,20,0,622.3528645256279,2.1370000000000005,7,0.783747276480494,291.22735822443974
user12,train,session_2144641057,565,572,8,3,66.18251377254,0.9830000000000041,1,0.9982719433066966,67.32707403106788
user12,train,session_2144641057,573,583,11,0,796.3209551274463,3.1510000000000105,1,0.9642692713584301,252.72007461994403
user12,train,session_2144641057,584,595,12,3,324.13318551349164,1.5439999999999827,1,0.9996652761855853,209.9308196330928
user12,train,session_2144641057,596,621,26,0,1229.5415971326197,12.838999999999999,5,0.9466569001062147,0.9576614978834954
user12,train,session_2144641057,622,634,13,1,341.18354269930956,1.233000000000004,4,0.8624138056818333,276.710091402521
user12,train,session_2144641057,635,641,7,1,104.63182896899433,0.7650000000000432,1,0.8893959124104679,136.77363263920054
user12,train,session_2144641057,642,645,4,1,3.0,0.311999999999955,4,1.0,9.615384615386002
user12,train,session_2144641057,646,647,2,1,0,0.09399999999999409,1,0,0.0
user12,train,session_2144641057,648,669,22,0,1280.9926179964668,2.464999999999975,0,0.4600699798683386,519.6724616618579
user12,train,session_2144641057,670,679,10,3,231.18201219370565,0.9050000000000296,0,0.999446730414178,255.44973723060562
user12,train,session_2144641057,680,715,36,0,624.0528190670166,6.4739999999999895,4,0.47255340980754795,96.39370081356465
user12,train,session_2144641057,716,739,24,3,427.25546346551806,4.025000000000034,1,0.9970862860217072,106.15042570571788
user12,train,session_2144641057,740,756,17,1,919.5480047517535,1.3260000000000218,5,0.9811415330085342,693.4751167056851
user12,train,session_2144641057,757,793,37,1,1980.8894881404922,8.37700000000001,1,0.33230517454958297,236.46764810081055
user12,train,session_2144641057,794,861,68,0,1191.684614820142,10.077999999999975,6,0.03193176676752185,1.1824614157770839
user12,train,session_2144641057,862,935,74,0,1628.3634370725072,10.093000000000018,1,0.19334825546970577,1.6133591965446392
user12,train,session_2144641057,936,954,19,0,1244.7744674976975,2.0749999999999886,0,0.19382425709446727,599.8913096374479
user12,train,session_2144641057,955,977,23,3,370.65297125158384,2.9180000000000064,6,0.09749988480371821,127.02295108004901
user12,train,session_2144641057,978,1025,48,1,2218.9560861279715,9.485000000000014,5,0.3156451565959169,233.9437096603024
user12,train,session_2144641057,1026,1033,8,1,97.29468812791237,0.4989999999999668,4,0.9978184941309918,194.97933492568905
user12,train,session_2144641057,1034,1047,14,1,650.0673975578999,1.4659999999999513,4,0.9259428280654716,443.42932984851393
user12,train,session_2144641057,1048,1068,21,0,401.2976973637004,3.5879999999999654,0,0.25974559884214216,111.84439725855749
user12,train,session_2144641057,1069,1071,3,3,1.0,0.125,1,1.0,8.0
user12,train,session_2144641057,1072,1073,2,1,0,0.1099999999999568,1,0,0.0
user12,train,session_2144641057,1074,1086,13,1,803.9096220426226,1.6229999999999905,0,0.7313154885255574,495.323242170442
user12,train,session_2144641057,1087,1098,12,1,610.6049775594242,1.1379999999999768,4,0.9491785034014384,536.5597342350059
user12,train,session_2144641057,1099,1100,2,1,0,0.1099999999999568,1,0,0.0
user12,train,session_2144641057,1101,1122,22,1,1152.726401423597,1.8570000000000277,4,0.03624898742663342,620.7465812727947
user12,train,session_2144641057,1123,1124,2,1,0,0.10899999999998045,1,0,0.0
user12,train,session_2144641057,1125,1137,13,1,551.5816713695384,1.5439999999999827,0,0.9749521714948266,357.2420151357154
user12,train,session_2144641057,1138,1209,72,0,1415.3419760622105,10.047000000000025,2,0.23458930853935206,1.4087209874213267
user12,train,session_2144641057,1210,1238,29,0,411.7968859305497,10.045999999999992,4,0.21121337102808244,0.4099112939782501
user12,train,session_2144641057,1239,1287,49,0,1167.384947776295,10.389999999999986,1,0.2368228060989339,1.123565878514241
user12,train,session_2144641057,1288,1317,30,0,140.77639518230842,11.825000000000045,2,0.7624237201200788,0.11904980565100032
user12,train,session_2144641057,1318,1330,13,1,388.1712713887272,2.1059999999999945,5,0.9552323176274122,184.31684301459077
user12,train,session_2144641057,1331,1382,52,0,898.880422351333,10.031000000000006,1,0.378330101542382,0.8961025045871125
user12,train,session_2144641057,1383,1447,65,0,1348.0292408019934,10.468000000000018,2,0.06662386078794472,1.2877619801318219
user12,train,session_2144641057,1448,1509,62,0,1263.0478627150549,10.078000000000031,5,0.08145647700130527,1.2532723384749462
user12,train,session_2144641057,1510,1572,63,0,1200.82570527095,10.140000000000043,5,0.04144603861664288,1.1842462576636539
user12,train,session_2144641057,1573,1627,55,0,938.3598860997046,11.466000000000008,1,0.13582834966151283,0.8183846904759322
user12,train,session_2144641057,1628,1679,52,0,1349.9566906630882,10.031000000000006,5,0.5807612617788218,1.3457847579135553
user12,train,session_2144641057,1680,1698,19,1,93.49191679423667,8.73599999999999,4,0.407295805188443,10.701913552453844
user12,train,session_2144641057,1699,1700,2,1,0,0.13999999999998636,1,0,0.0
user12,train,session_2144641057,1701,1739,39,0,604.5525102069367,5.585000000000036,0,0.7024620075393102,108.24574936561017
user12,train,session_2144641057,1740,1750,11,3,109.42148843616437,1.544999999999959,3,0.9974467607503865,70.82296986159693
user12,train,session_2144641057,1751,1764,14,1,539.7138130404948,1.4200000000000728,5,0.990574930342812,380.08015002849794
user12,train,session_2144641057,1765,1766,2,1,0,0.09400000000005093,1,0,0.0
user12,train,session_2144641057,1767,1768,2,1,0,0.09400000000005093,1,0,0.0
user12,train,session_2144641057,1769,1790,22,1,890.3806306930766,2.853999999999928,0,0.6820648050379863,311.9763947768392
user12,train,session_2144641057,1791,1798,8,1,87.04208782319077,0.5149999999999864,1,0.999516465835743,169.0137627634817
user12,train,session_2144641057,1799,1810,12,1,233.81772863563944,1.5289999999999964,5,0.8256065416996955,152.92199387550033
user12,train,session_2144641057,1811,1868,58,0,1949.9982131259737,10.202999999999975,3,0.27989410317432417,1.9112008361520914
user12,train,session_2144641057,1869,1898,30,1,265.74928573616904,6.521000000000072,5,0.6415242206131456,40.75284246835855
user12,train,session_2144641057,1899,1900,2,1,0,0.07799999999997453,1,0,0.0
user12,train,session_2144641057,1901,1902,2,0,4.0,22.88600000000008,1,1.0,0.001747793410818835
user12,train,session_2144641057,1903,1937,35,1,998.3481009193274,7.783999999999992,0,0.50864827020569,128.2564363976527
user12,train,session_2144641057,1938,1943,6,1,59.00747845303947,0.7029999999999745,0,0.9176454731211173,83.93666920774055
user12,train,session_2144641057,1944,1980,37,1,1815.7862627572647,6.817000000000007,4,0.3465329046148066,266.36148786229467
user12,train,session_2144641057,1981,1982,2,1,0,0.07799999999997453,1,0,0.0
user12,train,session_2144641057,1983,2016,34,0,771.3466356619517,15.880999999999972,0,0.6493568569597896,0.48570407131915694
user12,train,session_2144641057,2017,2035,19,1,568.3174172365389,7.378999999999905,4,0.7946174753045494,77.01821618600707
user12,train,session_2144641057,2036,2040,5,1,14.0,0.37400000000002365,6,1.0,37.433155080211534
user12,train,session_2144641057,2041,2044,4,1,2.0,0.5309999999999491,2,1.0,3.7664783427498905
user12,train,session_2144641057,2045,2046,2,1,0,0.09300000000007458,1,0,0.0
user12,train,session_2144641057,2047,2063,17,0,229.56326460088454,12.323999999999955,6,0.021780488305447866,0.18627334031230555
user12,train,session_2144641057,2064,2087,24,0,1450.364867239185,10.045999999999935,0,0.23500707579408897,1.4437237380441912
user12,train,session_2144641057,2088,2114,27,0,405.7787266810213,11.326000000000022,4,0.7185778554877107,0.35827187593238613
user12,train,session_2144641057,2115,2119,5,1,7.082762530298219,0.6240000000000236,5,0.9983488478707684,11.350580978041588
user12,train,session_2144641057,2120,2121,2,1,0,0.09300000000007458,1,0,0.0
user12,train,session_2144641057,2122,2140,19,0,162.05754825922867,10.76400000000001,1,0.15732125927995494,0.1505551358781387
user12,train,session_2144641057,2141,2143,3,1,0.0,0.6550000000000864,1,0,0.0
user12,train,session_2144641057,2144,2145,2,1,0,0.09400000000005093,1,0,0.0
user12,train,session_2144641057,2146,2169,24,1,135.23505891246083,9.827999999999975,3,0.199103873301833,13.760181004523929
user12,train,session_2144641057,2170,2177,8,1,35.102287353746874,0.8580000000000609,7,0.9987125890864249,40.9117568225459
user12,train,session_2144641057,2178,2179,2,1,0,0.07799999999997453,1,0,0.0
user12,train,session_2144641057,2180,2186,7,1,18.811388300841898,1.7010000000000218,3,0.9930974467968066,11.05901722565647
user12,train,session_2144641057,2187,2188,2,1,0,0.09400000000005093,1,0,0.0
user12,train,session_2144641057,2189,2202,14,1,767.5781893996165,2.1219999999999573,7,0.8106215176262956,361.72393468408666
user12,train,session_2144641057,2203,2212,10,1,417.9378299529915,0.8269999999999982,4,0.9199209480133547,505.3661789032556
user12,train,session_2144641057,2213,2227,15,1,207.62821497252375,8.003000000000043,2,0.9220795561491162,25.943797947335078
user12,train,session_2144641057,2228,2242,15,1,319.0800187391408,2.324000000000069,6,0.757088884508249,137.2977705417949
user12,train,session_2144641057,2243,2253,11,1,237.50712802957935,1.1549999999999727,2,0.9581227423614987,205.63387708189174
user12,train,session_2144641057,2254,2276,23,1,952.5263473897476,2.3870000000000573,1,0.7720213271321045,399.0474852910451
user12,train,session_2144641057,2277,2285,9,0,226.72162597317515,17.269000000000005,6,0.9706035315426423,0.13128821933706358
user12,train,session_2144641057,2286,2304,19,0,871.7293492409934,2.715000000000032,7,0.12758604698124815,321.0789499966789
user12,train,session_2144641057,2305,2330,26,3,190.45211341876458,3.3689999999999145,6,0.29445879368075534,56.53075494769054
user12,train,session_2144641057,2331,2359,29,0,629.8320444004132,13.711999999999989,3,0.8544408906534476,0.4593290872231722
user12,train,session_2144641057,2360,2430,71,0,923.0714547274035,10.0150000000001,5,0.3618370986255541,0.9216889213453762
user12,train,session_2144641057,2431,2483,53,0,1559.72060796248,10.125,1,0.19634920279679582,1.5404647979876347
user12,train,session_2144641057,2484,2498,15,0,238.27539185315237,10.967000000000098,7,0.7538646384061775,0.21726578996366394
user12,train,session_2144641057,2499,2548,50,0,1444.335362244735,15.148000000000025,4,0.0938269117299433,0.9534825470324351
user12,train,session_2144641057,2549,2574,26,1,1197.7423338675892,3.7439999999999145,7,0.5388625338290035,319.9098113962651
user12,train,session_2144641057,2575,2589,15,0,523.7181743550399,10.092999999999961,4,0.80246932866368,0.5188924743436459
user12,train,session_2144641057,2590,2606,17,1,363.63900822370647,6.412000000000035,7,0.7202743081483706,56.712259548300764
user12,train,session_2144641057,2607,2628,22,0,447.2468962684762,3.7439999999999145,1,0.7951923203029793,119.45697015718119
user12,train,session_2144641057,2629,2631,3,3,1.0,0.09400000000005093,6,1.0,10.638297872334661
user12,train,session_2144641057,2632,2647,16,1,580.0801157115521,2.5119999999999436,5,0.4934601093956121,230.92361294250205
user12,train,session_2144641057,2648,2656,9,1,89.22311152900274,0.5620000000000118,5,0.787187507216456,158.75998492704778
user12,train,session_2144641057,2657,2676,20,1,360.3627768349985,4.196000000000026,1,0.8996419484126585,85.88245396448909
user12,train,session_2144641057,2677,2693,17,1,628.6112293637331,3.6660000000000537,4,0.791041354892043,171.47060266331803
user12,train,session_2144641057,2694,2704,11,1,679.0030773082684,1.108000000000061,1,0.6709006873520199,612.8186618305334
user12,train,session_2144641057,2705,2741,37,1,334.1287139133552,7.363000000000056,3,0.25143575041628563,45.379426037396804
user12,train,session_2144641057,2742,2749,8,1,144.63733451507014,0.7329999999999472,0,0.9383744872710974,197.32242089369788
user12,train,session_2144641057,2750,2772,23,1,302.7274002958426,4.445999999999913,4,0.5621439583042535,68.08983362479724
user12,train,session_2144641057,2773,2804,32,0,941.078995008081,11.52800000000002,7,0.09128556352372995,0.8163419457044409
user12,train,session_2144641057,2805,2885,81,0,3876.7346160386214,10.0150000000001,6,0.10359954370198332,3.8709282237030287
user12,train,session_2144641057,2886,2900,15,0,1132.6470348921002,1.9029999999999063,1,0.9658745742184038,595.1902442943542
user12,train,session_2144641057,2901,2909,9,3,342.6701538210337,1.2479999999999336,5,0.9979675188653684,274.57544376686855
user12,train,session_2144641057,2910,2924,15,0,1108.9470267436127,1.5910000000000082,2,0.14820112187697673,697.0125875195519
user12,train,session_2144641057,2925,2938,14,3,379.23059292650873,1.747000000000071,4,0.9994789111564454,217.07532508671628
user12,train,session_2144641057,2939,2947,9,0,403.6267159218081,1.0600000000000591,5,0.9139558657648366,380.7799206809298
user12,train,session_2144641057,2948,2980,33,3,1025.958204068442,5.147999999999911,1,0.8372938757706715,199.29258043287874
user12,train,session_2144641057,2981,3002,22,0,1314.3099370942837,35.55200000000002,4,0.7407818660784309,0.3696866384716142
user12,train,session_2144641057,3003,3037,35,1,1843.4690524203577,10.047000000000025,1,0.5793488654737584,183.4845279606204
user12,train,session_2144641057,3038,3059,22,0,1358.1307235055122,10.936000000000035,4,0.9128809604188817,1.2418898349538292
user12,train,session_2144641057,3060,3081,22,1,1431.2096804561395,3.509999999999991,0,0.5338004463443671,407.75204571400093
user12,train,session_2144641057,3082,3093,12,1,366.08265784013327,1.419999999999959,6,0.6700054993917874,257.8046886198196
user12,train,session_2144641057,3094,3134,41,1,999.5458289830761,8.049999999999955,3,0.24585950050010882,124.16718372460643
user12,train,session_2144641057,3135,3148,14,1,619.0650104829542,1.0919999999999845,7,0.3399742284465871,566.9093502591236
user12,train,session_2144641057,3149,3173,25,1,450.51701427835417,7.6749999999999545,1,0.9086703864140689,58.699285247994375
user12,train,session_2144641057,3174,3185,12,1,265.44687697694127,0.8110000000000355,5,0.9642127385610234,327.30810971261366
user12,train,session_2144641057,3186,3206,21,1,427.4998849284392,2.089999999999918,3,0.4410893314528249,204.5453994872995
user12,train,session_2144641057,3207,3232,26,1,855.533253888452,3.477999999999838,1,0.2749012483670262,245.98425931238984
user12,train,session_2144641057,3233,3262,30,1,641.0113526705404,4.1340000000000146,4,0.2563873366374065,155.05838235862075
user12,train,session_2144641057,3263,3282,20,1,426.68353679746934,7.581000000000131,4,0.43164034945871793,56.28327882831579
user12,train,session_2144641057,3283,3287,5,1,17.21110255092798,0.9670000000000982,3,0.999625124722624,17.79845144873447
user12,train,session_2144641057,3288,3292,5,1,13.385164807134505,1.3730000000000473,6,0.9826510638819461,9.748845453120207
user12,train,session_2144641057,3293,3303,11,1,40.44711526817864,5.81899999999996,3,0.30077608699494923,6.950870470558329
user12,train,session_2144641057,3304,3309,6,1,17.97211435474371,0.6240000000000236,7,0.985974426653488,28.801465312088187
user12,train,session_2144641057,3310,3314,5,1,21.04536101718726,0.4680000000000746,3,0.9989753097824736,44.96872012218784
user12,train,session_2144641057,3315,3320,6,1,22.60391472142849,0.7019999999999982,7,0.9742876761372544,32.19930871998369
user12,train,session_2144641057,3321,3325,5,1,15.30344551311661,0.5149999999998727,3,0.9995826448146738,29.7154281808163
user12,train,session_2144641057,3326,3377,52,0,3263.792745971598,21.48199999999997,4,0.2859574809495053,1.5193151224148602
user12,train,session_2144641057,3378,3410,33,0,2043.27210560127,10.108999999999924,0,0.47501927429188456,2.0212405832439266
user12,train,session_2144641057,3411,3417,7,1,18.0,0.8900000000001,6,1.0,20.224719101121323
