user,method,session,n_from,n_to,row_cnt,type_of_action,sum_dist,elps_time,direction,straightness,min_ang,max_ang,avg_ang,sum_ang,min_vel,max_vel,avg_vel,sum_vel
user12,train,session_2144641057.csv,2,83,82,0,2596.5371811658542,9.32899999997,4,0.19803236749971004,-3.0461389392570792,3.141592653589793,-0.0376714253897927,-3.164399732742587,2.3889615144738987,1478.2034470668273,308.62687366512574,20369.3736618983
user12,train,session_2144641057.csv,84,97,14,3,179.26021229546785,1.9190000000000005,3,0.9596449686094025,-1.5707963267948966,3.141592653589793,-0.5424498677478404,-7.5942981484697665,6.756756756756771,431.19266055045875,120.60460945352382,1447.2553134422858
user12,train,session_2144641057.csv,98,118,21,0,887.9034984803709,2.1370000000000005,0,0.9795397171734713,1.5707963267948966,3.141592653589793,2.1114554885029677,48.56347623556826,8.270254750719884,2604.244429723003,420.5009893051945,7569.0178074935
user12,train,session_2144641057.csv,119,125,7,3,75.0356688476182,1.3580000000000005,0,0.9996134841247248,3.070285188804503,3.141592653589793,2.233807971880525,15.636655803163675,1.3351134846461938,357.7981651376147,99.79369875747398,598.7621925448439
user12,train,session_2144641057.csv,126,154,29,1,1111.6587854458319,3.7600000000000016,5,0.9510232203950352,-0.20232162837830375,2.5088438185876103,0.37161871085580667,10.776942614818394,0.0,1891.3328557878872,358.11975940708413,10027.353263398356
user12,train,session_2144641057.csv,155,173,19,1,834.0304618027485,1.7000000000000028,1,0.11669758153336436,-3.119208333250503,3.141592653589793,0.4254754778487182,8.084034079125646,16.0,1497.5220112103516,463.1890106780949,7411.024170849519
user12,train,session_2144641057.csv,174,220,47,1,2272.4726231481836,6.193000000000001,0,0.14648355047990608,-3.1152829363368713,3.141592653589793,0.41662934608187746,19.58157926584824,0.0,3303.3765974683047,481.73617650375536,16860.766177631438
user12,train,session_2144641057.csv,221,234,14,0,839.7999936046708,13.338000000000005,4,0.4445618107527987,-2.9441970937399127,3.141592653589793,1.0675488022848796,14.945683231988314,0.10078613182826039,2561.276641739171,626.7744495215044,6894.518944736548
user12,train,session_2144641057.csv,235,245,11,1,477.7484373562934,1.2319999999999993,2,0.4943606250108681,-2.5185934036850703,1.3258176636680326,-0.3233677460964588,-3.557045207061047,54.97474167490214,2327.0945568835127,421.29587577988434,4212.958757798843
user12,train,session_2144641057.csv,246,262,17,1,244.84359696885423,2.3870000000000005,5,0.4942605373185246,-1.8438050298816073,2.323947607757091,-0.007084256746153532,-0.12043236468461005,1.7559262510974494,505.9198414297987,160.45722211978878,1925.4866654374655
user12,train,session_2144641057.csv,263,273,11,1,103.72135990213323,1.543999999999997,4,0.6995696913649374,-1.1583858851975093,3.141592653589793,0.3307048828656203,3.6377537115218233,0.0,363.7499822498665,81.95772825611661,901.5350108172827
user12,train,session_2144641057.csv,274,291,18,0,624.3919985492909,164.191,2,0.37096038542480525,-3.038511045067093,1.5707963267948966,-0.7783818785174151,-14.010873813313472,0.006196439525848447,783.6924722661748,303.54340235922285,5463.7812424660115
user12,train,session_2144641057.csv,292,322,31,0,2254.4839855838,10.031000000000006,1,0.2311886413954009,-3.0975035961917214,3.141592653589793,0.16487131477061667,5.111010757889117,0.47140163419233155,3262.9224230481664,716.7873488369594,19353.258418597903
user12,train,session_2144641057.csv,323,361,39,1,736.4072508914182,5.646999999999991,5,0.5666794304911251,-1.979704155745822,2.601173153319209,0.18734521018652203,7.3064631972743594,1.9417475728154783,1119.3036540533005,176.6373555605765,5299.120666817295
user12,train,session_2144641057.csv,362,438,77,0,1871.2647350984967,10.264999999999986,7,0.20756252234861633,-2.70119666739945,2.896613990462929,0.13470283601522098,10.372118373172016,0.689655172413785,1742.4672851194514,250.8191289508435,15299.966866001452
user12,train,session_2144641057.csv,440,451,12,3,80.182269666562,1.3880000000000052,1,0.9977268083415454,-2.819842099193151,3.141592653589793,2.1178760913326418,25.4145130959917,17.241379310344577,229.54121106787244,52.94602779541151,635.3523335449381
user12,train,session_2144641057.csv,452,470,19,1,962.2739709963023,2.5430000000000064,3,0.43522722680924286,-1.633215136790854,2.2655346029916,0.5206539644128331,9.89242532384383,10.683370473542102,1806.4516129028814,456.4137383494996,7759.033551941494
user12,train,session_2144641057.csv,471,491,21,1,1627.4396073478922,3.4939999999999714,1,0.9356030831746376,-2.9793938201264107,1.3258176636680326,-1.4291133714108657,-30.01138079962818,0.0,8519.826172909043,720.878786854669,14417.575737093379
user12,train,session_2144641057.csv,492,496,5,0,254.26855679776278,11.295000000000016,4,0.9995706980212359,-0.06391283278873403,0.0,-0.0179096482620823,-0.0895482413104115,0.09118263882556774,1138.6885308322696,462.6418480267301,2313.2092401336504
